Model,TBS2102B
-1.475e+01,2.36
-1.474e+01,2.12
-1.472e+01,1.96
-1.470e+01,1.88
-1.469e+01,1.64
-1.467e+01,1.48
-1.466e+01,1.32
-1.464e+01,1.08
-1.462e+01,0.92
-1.461e+01,0.76
-1.459e+01,0.6
-1.458e+01,0.44
-1.456e+01,0.2
-1.454e+01,0.04
-1.453e+01,0.04
-1.451e+01,0.04
-1.450e+01,0.04
-1.448e+01,0.04
-1.446e+01,0.12
-1.445e+01,0.12
-1.443e+01,0.12
-1.442e+01,0.12
-1.440e+01,0.12
-1.438e+01,0.04
-1.437e+01,0.04
-1.435e+01,0.04
-1.434e+01,0.04
-1.432e+01,0.04
-1.430e+01,0.04
-1.429e+01,0.04
-1.427e+01,0.04
-1.426e+01,0.12
-1.424e+01,0.12
-1.422e+01,0.12
-1.421e+01,0.04
-1.419e+01,0.04
-1.418e+01,0.04
-1.416e+01,0.12
-1.414e+01,0.04
-1.413e+01,0.04
-1.411e+01,0.12
-1.410e+01,0.12
-1.408e+01,0.12
-1.406e+01,0.12
-1.405e+01,0.12
-1.403e+01,0.12
-1.402e+01,0.12
-1.400e+01,0.2
-1.398e+01,0.12
-1.397e+01,0.12
-1.395e+01,0.12
-1.394e+01,0.12
-1.392e+01,0.12
-1.390e+01,0.12
-1.389e+01,0.12
-1.387e+01,0.12
-1.386e+01,0.12
-1.384e+01,0.2
-1.382e+01,0.12
-1.381e+01,0.12
-1.379e+01,0.12
-1.378e+01,0.2
-1.376e+01,0.2
-1.374e+01,0.2
-1.373e+01,0.2
-1.371e+01,0.28
-1.370e+01,0.2
-1.368e+01,0.28
-1.366e+01,0.2
-1.365e+01,0.28
-1.363e+01,0.2
-1.362e+01,0.2
-1.360e+01,0.2
-1.358e+01,0.2
-1.357e+01,0.2
-1.355e+01,0.2
-1.354e+01,0.2
-1.352e+01,0.28
-1.350e+01,0.2
-1.349e+01,0.2
-1.347e+01,0.2
-1.346e+01,0.2
-1.344e+01,0.2
-1.342e+01,0.2
-1.341e+01,0.2
-1.339e+01,0.2
-1.338e+01,0.2
-1.336e+01,0.28
-1.334e+01,0.2
-1.333e+01,0.28
-1.331e+01,0.28
-1.330e+01,0.28
-1.328e+01,0.28
-1.326e+01,0.28
-1.325e+01,0.2
-1.323e+01,0.28
-1.322e+01,0.28
-1.320e+01,0.28
-1.318e+01,0.36
-1.317e+01,0.36
-1.315e+01,0.28
-1.314e+01,0.28
-1.312e+01,0.28
-1.310e+01,0.28
-1.309e+01,0.28
-1.307e+01,0.28
-1.306e+01,0.36
-1.304e+01,0.28
-1.302e+01,0.28
-1.301e+01,0.28
-1.299e+01,0.28
-1.298e+01,0.28
-1.296e+01,0.36
-1.294e+01,0.36
-1.293e+01,0.28
-1.291e+01,0.28
-1.290e+01,0.36
-1.288e+01,0.36
-1.286e+01,0.36
-1.285e+01,0.44
-1.283e+01,0.36
-1.282e+01,0.36
-1.280e+01,0.36
-1.278e+01,0.44
-1.277e+01,0.36
-1.275e+01,0.36
-1.274e+01,0.36
-1.272e+01,0.44
-1.270e+01,0.44
-1.269e+01,0.36
-1.267e+01,0.36
-1.266e+01,0.36
-1.264e+01,0.36
-1.262e+01,0.44
-1.261e+01,0.44
-1.259e+01,0.44
-1.258e+01,0.44
-1.256e+01,0.36
-1.254e+01,0.44
-1.253e+01,0.36
-1.251e+01,0.36
-1.250e+01,0.44
-1.248e+01,0.44
-1.246e+01,0.36
-1.245e+01,0.44
-1.243e+01,0.44
-1.242e+01,0.44
-1.240e+01,0.44
-1.238e+01,0.44
-1.237e+01,0.44
-1.235e+01,0.44
-1.234e+01,0.44
-1.232e+01,0.52
-1.230e+01,0.44
-1.229e+01,0.44
-1.227e+01,0.44
-1.226e+01,0.44
-1.224e+01,0.44
-1.222e+01,0.44
-1.221e+01,0.44
-1.219e+01,0.44
-1.218e+01,0.44
-1.216e+01,0.44
-1.214e+01,0.44
-1.213e+01,0.44
-1.211e+01,0.44
-1.210e+01,0.44
-1.208e+01,0.44
-1.206e+01,0.44
-1.205e+01,0.52
-1.203e+01,0.52
-1.202e+01,0.52
-1.200e+01,0.52
-1.198e+01,0.52
-1.197e+01,0.52
-1.195e+01,0.52
-1.194e+01,0.52
-1.192e+01,0.52
-1.190e+01,0.52
-1.189e+01,0.52
-1.187e+01,0.52
-1.186e+01,0.52
-1.184e+01,0.52
-1.182e+01,0.52
-1.181e+01,0.52
-1.179e+01,0.52
-1.178e+01,0.52
-1.176e+01,0.52
-1.174e+01,0.6
-1.173e+01,0.52
-1.171e+01,0.52
-1.170e+01,0.6
-1.168e+01,0.52
-1.166e+01,0.6
-1.165e+01,0.6
-1.163e+01,0.68
-1.162e+01,0.6
-1.160e+01,0.6
-1.158e+01,0.68
-1.157e+01,0.6
-1.155e+01,0.6
-1.154e+01,0.6
-1.152e+01,0.68
-1.150e+01,0.6
-1.149e+01,0.6
-1.147e+01,0.6
-1.146e+01,0.6
-1.144e+01,0.6
-1.142e+01,0.6
-1.141e+01,0.68
-1.139e+01,0.6
-1.138e+01,0.68
-1.136e+01,0.6
-1.134e+01,0.68
-1.133e+01,0.6
-1.131e+01,0.6
-1.130e+01,0.68
-1.128e+01,0.68
-1.126e+01,0.68
-1.125e+01,0.68
-1.123e+01,0.68
-1.122e+01,0.76
-1.120e+01,0.68
-1.118e+01,0.68
-1.117e+01,0.68
-1.115e+01,0.68
-1.114e+01,0.76
-1.112e+01,0.68
-1.110e+01,0.68
-1.109e+01,0.68
-1.107e+01,0.68
-1.106e+01,0.68
-1.104e+01,0.68
-1.102e+01,0.68
-1.101e+01,0.68
-1.099e+01,0.68
-1.098e+01,0.76
-1.096e+01,0.76
-1.094e+01,0.68
-1.093e+01,0.68
-1.091e+01,0.68
-1.090e+01,0.76
-1.088e+01,0.76
-1.086e+01,0.76
-1.085e+01,0.76
-1.083e+01,0.68
-1.082e+01,0.76
-1.080e+01,0.84
-1.078e+01,0.84
-1.077e+01,0.76
-1.075e+01,0.76
-1.074e+01,0.76
-1.072e+01,0.76
-1.070e+01,0.84
-1.069e+01,0.84
-1.067e+01,0.76
-1.066e+01,0.76
-1.064e+01,0.84
-1.062e+01,0.84
-1.061e+01,0.76
-1.059e+01,0.76
-1.058e+01,0.76
-1.056e+01,0.84
-1.054e+01,0.76
-1.053e+01,0.84
-1.051e+01,0.76
-1.050e+01,0.84
-1.048e+01,0.84
-1.046e+01,0.84
-1.045e+01,0.84
-1.043e+01,0.84
-1.042e+01,0.84
-1.040e+01,0.84
-1.038e+01,0.84
-1.037e+01,0.84
-1.035e+01,0.84
-1.034e+01,0.92
-1.032e+01,0.84
-1.030e+01,0.84
-1.029e+01,0.84
-1.027e+01,0.92
-1.026e+01,0.84
-1.024e+01,0.84
-1.022e+01,0.92
-1.021e+01,0.84
-1.019e+01,0.84
-1.018e+01,0.84
-1.016e+01,0.84
-1.014e+01,0.84
-1.013e+01,0.92
-1.011e+01,0.92
-1.010e+01,0.84
-1.008e+01,0.84
-1.006e+01,0.92
-1.005e+01,0.92
-1.003e+01,0.92
-1.002e+01,0.92
-1.000e+01,0.92
-9.984e+00,0.92
-9.968e+00,0.92
-9.952e+00,0.92
-9.936e+00,1
-9.920e+00,0.92
-9.904e+00,0.92
-9.888e+00,0.92
-9.872e+00,0.92
-9.856e+00,0.92
-9.840e+00,0.92
-9.824e+00,0.92
-9.808e+00,0.92
-9.792e+00,0.92
-9.776e+00,0.92
-9.760e+00,0.92
-9.744e+00,0.92
-9.728e+00,0.92
-9.712e+00,1
-9.696e+00,1
-9.680e+00,1
-9.664e+00,1
-9.648e+00,1
-9.632e+00,1
-9.616e+00,1
-9.600e+00,1.08
-9.584e+00,1.08
-9.568e+00,1
-9.552e+00,1
-9.536e+00,1
-9.520e+00,1
-9.504e+00,1
-9.488e+00,1
-9.472e+00,1
-9.456e+00,1
-9.440e+00,1
-9.424e+00,1
-9.408e+00,1
-9.392e+00,1
-9.376e+00,1.08
-9.360e+00,1
-9.344e+00,1
-9.328e+00,1
-9.312e+00,1.08
-9.296e+00,1.08
-9.280e+00,1.08
-9.264e+00,1.08
-9.248e+00,1
-9.232e+00,1.08
-9.216e+00,1.08
-9.200e+00,1.08
-9.184e+00,1.08
-9.168e+00,1.08
-9.152e+00,1.08
-9.136e+00,1.08
-9.120e+00,1.16
-9.104e+00,1.16
-9.088e+00,1.08
-9.072e+00,1.08
-9.056e+00,1.08
-9.040e+00,1.08
-9.024e+00,1.08
-9.008e+00,1.08
-8.992e+00,1.16
-8.976e+00,1.08
-8.960e+00,1.16
-8.944e+00,1.08
-8.928e+00,1.16
-8.912e+00,1.08
-8.896e+00,1.16
-8.880e+00,1.16
-8.864e+00,1.16
-8.848e+00,1.16
-8.832e+00,1.16
-8.816e+00,1.08
-8.800e+00,1.16
-8.784e+00,1.16
-8.768e+00,1.16
-8.752e+00,1.16
-8.736e+00,1.16
-8.720e+00,1.16
-8.704e+00,1.16
-8.688e+00,1.16
-8.672e+00,1.16
-8.656e+00,1.16
-8.640e+00,1.24
-8.624e+00,1.24
-8.608e+00,1.16
-8.592e+00,1.16
-8.576e+00,1.16
-8.560e+00,1.16
-8.544e+00,1.24
-8.528e+00,1.16
-8.512e+00,1.24
-8.496e+00,1.24
-8.480e+00,1.16
-8.464e+00,1.24
-8.448e+00,1.24
-8.432e+00,1.24
-8.416e+00,1.24
-8.400e+00,1.24
-8.384e+00,1.24
-8.368e+00,1.16
-8.352e+00,1.24
-8.336e+00,1.24
-8.320e+00,1.24
-8.304e+00,1.24
-8.288e+00,1.32
-8.272e+00,1.32
-8.256e+00,1.24
-8.240e+00,1.24
-8.224e+00,1.24
-8.208e+00,1.24
-8.192e+00,1.24
-8.176e+00,1.24
-8.160e+00,1.24
-8.144e+00,1.24
-8.128e+00,1.24
-8.112e+00,1.32
-8.096e+00,1.32
-8.080e+00,1.32
-8.064e+00,1.24
-8.048e+00,1.32
-8.032e+00,1.32
-8.016e+00,1.32
-8.000e+00,1.32
-7.984e+00,1.24
-7.968e+00,1.4
-7.952e+00,1.32
-7.936e+00,1.32
-7.920e+00,1.32
-7.904e+00,1.4
-7.888e+00,1.32
-7.872e+00,1.32
-7.856e+00,1.32
-7.840e+00,1.32
-7.824e+00,1.32
-7.808e+00,1.32
-7.792e+00,1.4
-7.776e+00,1.4
-7.760e+00,1.4
-7.744e+00,1.4
-7.728e+00,1.4
-7.712e+00,1.32
-7.696e+00,1.32
-7.680e+00,1.4
-7.664e+00,1.4
-7.648e+00,1.48
-7.632e+00,1.4
-7.616e+00,1.4
-7.600e+00,1.32
-7.584e+00,1.32
-7.568e+00,1.4
-7.552e+00,1.4
-7.536e+00,1.4
-7.520e+00,1.4
-7.504e+00,1.4
-7.488e+00,1.4
-7.472e+00,1.4
-7.456e+00,1.4
-7.440e+00,1.4
-7.424e+00,1.4
-7.408e+00,1.4
-7.392e+00,1.4
-7.376e+00,1.4
-7.360e+00,1.4
-7.344e+00,1.48
-7.328e+00,1.4
-7.312e+00,1.48
-7.296e+00,1.4
-7.280e+00,1.48
-7.264e+00,1.4
-7.248e+00,1.48
-7.232e+00,1.4
-7.216e+00,1.4
-7.200e+00,1.48
-7.184e+00,1.48
-7.168e+00,1.48
-7.152e+00,1.48
-7.136e+00,1.48
-7.120e+00,1.48
-7.104e+00,1.48
-7.088e+00,1.48
-7.072e+00,1.48
-7.056e+00,1.48
-7.040e+00,1.48
-7.024e+00,1.56
-7.008e+00,1.48
-6.992e+00,1.48
-6.976e+00,1.56
-6.960e+00,1.48
-6.944e+00,1.48
-6.928e+00,1.56
-6.912e+00,1.56
-6.896e+00,1.48
-6.880e+00,1.56
-6.864e+00,1.48
-6.848e+00,1.56
-6.832e+00,1.56
-6.816e+00,1.56
-6.800e+00,1.56
-6.784e+00,1.56
-6.768e+00,1.56
-6.752e+00,1.56
-6.736e+00,1.56
-6.720e+00,1.64
-6.704e+00,1.56
-6.688e+00,1.56
-6.672e+00,1.56
-6.656e+00,1.56
-6.640e+00,1.56
-6.624e+00,1.56
-6.608e+00,1.56
-6.592e+00,1.56
-6.576e+00,1.56
-6.560e+00,1.56
-6.544e+00,1.56
-6.528e+00,1.64
-6.512e+00,1.56
-6.496e+00,1.64
-6.480e+00,1.56
-6.464e+00,1.64
-6.448e+00,1.56
-6.432e+00,1.64
-6.416e+00,1.64
-6.400e+00,1.64
-6.384e+00,1.64
-6.368e+00,1.64
-6.352e+00,1.64
-6.336e+00,1.64
-6.320e+00,1.64
-6.304e+00,1.64
-6.288e+00,1.64
-6.272e+00,1.64
-6.256e+00,1.72
-6.240e+00,1.64
-6.224e+00,1.64
-6.208e+00,1.64
-6.192e+00,1.64
-6.176e+00,1.64
-6.160e+00,1.64
-6.144e+00,1.64
-6.128e+00,1.64
-6.112e+00,1.64
-6.096e+00,1.64
-6.080e+00,1.64
-6.064e+00,1.72
-6.048e+00,1.72
-6.032e+00,1.64
-6.016e+00,1.72
-6.000e+00,1.72
-5.984e+00,1.72
-5.968e+00,1.72
-5.952e+00,1.72
-5.936e+00,1.72
-5.920e+00,1.72
-5.904e+00,1.72
-5.888e+00,1.72
-5.872e+00,1.72
-5.856e+00,1.72
-5.840e+00,1.72
-5.824e+00,1.72
-5.808e+00,1.72
-5.792e+00,1.72
-5.776e+00,1.72
-5.760e+00,1.72
-5.744e+00,1.8
-5.728e+00,1.72
-5.712e+00,1.72
-5.696e+00,1.72
-5.680e+00,1.72
-5.664e+00,1.8
-5.648e+00,1.72
-5.632e+00,1.8
-5.616e+00,1.8
-5.600e+00,1.72
-5.584e+00,1.8
-5.568e+00,1.8
-5.552e+00,1.8
-5.536e+00,1.8
-5.520e+00,1.8
-5.504e+00,1.8
-5.488e+00,1.8
-5.472e+00,1.8
-5.456e+00,1.8
-5.440e+00,1.8
-5.424e+00,1.8
-5.408e+00,1.8
-5.392e+00,1.8
-5.376e+00,1.88
-5.360e+00,1.8
-5.344e+00,1.8
-5.328e+00,1.88
-5.312e+00,1.8
-5.296e+00,1.8
-5.280e+00,1.8
-5.264e+00,1.8
-5.248e+00,1.8
-5.232e+00,1.8
-5.216e+00,1.88
-5.200e+00,1.88
-5.184e+00,1.8
-5.168e+00,1.88
-5.152e+00,1.88
-5.136e+00,1.88
-5.120e+00,1.88
-5.104e+00,1.88
-5.088e+00,1.88
-5.072e+00,1.88
-5.056e+00,1.88
-5.040e+00,1.88
-5.024e+00,1.88
-5.008e+00,1.88
-4.992e+00,1.88
-4.976e+00,1.88
-4.960e+00,1.96
-4.944e+00,1.88
-4.928e+00,1.88
-4.912e+00,1.88
-4.896e+00,1.88
-4.880e+00,1.88
-4.864e+00,1.88
-4.848e+00,1.88
-4.832e+00,1.96
-4.816e+00,1.96
-4.800e+00,1.96
-4.784e+00,1.96
-4.768e+00,1.96
-4.752e+00,1.88
-4.736e+00,1.88
-4.720e+00,1.96
-4.704e+00,1.88
-4.688e+00,1.96
-4.672e+00,1.96
-4.656e+00,1.96
-4.640e+00,1.96
-4.624e+00,1.96
-4.608e+00,1.96
-4.592e+00,1.96
-4.576e+00,1.96
-4.560e+00,1.96
-4.544e+00,1.96
-4.528e+00,1.96
-4.512e+00,2.04
-4.496e+00,1.96
-4.480e+00,2.04
-4.464e+00,1.96
-4.448e+00,1.96
-4.432e+00,2.04
-4.416e+00,1.96
-4.400e+00,2.04
-4.384e+00,1.96
-4.368e+00,1.96
-4.352e+00,1.96
-4.336e+00,1.96
-4.320e+00,1.96
-4.304e+00,2.04
-4.288e+00,1.96
-4.272e+00,2.04
-4.256e+00,1.96
-4.240e+00,2.04
-4.224e+00,2.12
-4.208e+00,2.12
-4.192e+00,2.04
-4.176e+00,2.04
-4.160e+00,2.04
-4.144e+00,2.04
-4.128e+00,2.04
-4.112e+00,2.04
-4.096e+00,2.12
-4.080e+00,2.04
-4.064e+00,2.04
-4.048e+00,2.04
-4.032e+00,2.12
-4.016e+00,2.04
-4.000e+00,2.04
-3.984e+00,2.04
-3.968e+00,2.04
-3.952e+00,2.04
-3.936e+00,2.04
-3.920e+00,2.04
-3.904e+00,2.04
-3.888e+00,2.12
-3.872e+00,2.2
-3.856e+00,2.12
-3.840e+00,2.04
-3.824e+00,2.12
-3.808e+00,2.12
-3.792e+00,2.12
-3.776e+00,2.12
-3.760e+00,2.2
-3.744e+00,2.12
-3.728e+00,2.2
-3.712e+00,2.12
-3.696e+00,2.2
-3.680e+00,2.12
-3.664e+00,2.12
-3.648e+00,2.12
-3.632e+00,2.12
-3.616e+00,2.12
-3.600e+00,2.12
-3.584e+00,2.12
-3.568e+00,2.12
-3.552e+00,2.12
-3.536e+00,2.2
-3.520e+00,2.28
-3.504e+00,2.12
-3.488e+00,2.2
-3.472e+00,2.2
-3.456e+00,2.2
-3.440e+00,2.2
-3.424e+00,2.2
-3.408e+00,2.2
-3.392e+00,2.2
-3.376e+00,2.12
-3.360e+00,2.2
-3.344e+00,2.2
-3.328e+00,2.2
-3.312e+00,2.2
-3.296e+00,2.2
-3.280e+00,2.2
-3.264e+00,2.2
-3.248e+00,2.2
-3.232e+00,2.2
-3.216e+00,2.2
-3.200e+00,2.2
-3.184e+00,2.28
-3.168e+00,2.2
-3.152e+00,2.2
-3.136e+00,2.28
-3.120e+00,2.2
-3.104e+00,2.2
-3.088e+00,2.28
-3.072e+00,2.28
-3.056e+00,2.28
-3.040e+00,2.28
-3.024e+00,2.28
-3.008e+00,2.28
-2.992e+00,2.28
-2.976e+00,2.28
-2.960e+00,2.28
-2.944e+00,2.28
-2.928e+00,2.28
-2.912e+00,2.28
-2.896e+00,2.28
-2.880e+00,2.28
-2.864e+00,2.28
-2.848e+00,2.28
-2.832e+00,2.28
-2.816e+00,2.36
-2.800e+00,2.28
-2.784e+00,2.28
-2.768e+00,2.28
-2.752e+00,2.36
-2.736e+00,2.36
-2.720e+00,2.36
-2.704e+00,2.28
-2.688e+00,2.28
-2.672e+00,2.36
-2.656e+00,2.28
-2.640e+00,2.36
-2.624e+00,2.36
-2.608e+00,2.36
-2.592e+00,2.36
-2.576e+00,2.36
-2.560e+00,2.36
-2.544e+00,2.36
-2.528e+00,2.36
-2.512e+00,2.44
-2.496e+00,2.36
-2.480e+00,2.36
-2.464e+00,2.36
-2.448e+00,2.44
-2.432e+00,2.36
-2.416e+00,2.36
-2.400e+00,2.44
-2.384e+00,2.36
-2.368e+00,2.36
-2.352e+00,2.36
-2.336e+00,2.36
-2.320e+00,2.36
-2.304e+00,2.44
-2.288e+00,2.44
-2.272e+00,2.36
-2.256e+00,2.44
-2.240e+00,2.44
-2.224e+00,2.44
-2.208e+00,2.36
-2.192e+00,2.36
-2.176e+00,2.44
-2.160e+00,2.52
-2.144e+00,2.44
-2.128e+00,2.44
-2.112e+00,2.44
-2.096e+00,2.44
-2.080e+00,2.44
-2.064e+00,2.44
-2.048e+00,2.44
-2.032e+00,2.44
-2.016e+00,2.44
-2.000e+00,2.44
-1.984e+00,2.44
-1.968e+00,2.44
-1.952e+00,2.52
-1.936e+00,2.44
-1.920e+00,2.52
-1.904e+00,2.44
-1.888e+00,2.44
-1.872e+00,2.52
-1.856e+00,2.52
-1.840e+00,2.44
-1.824e+00,2.52
-1.808e+00,2.52
-1.792e+00,2.52
-1.776e+00,2.52
-1.760e+00,2.52
-1.744e+00,2.52
-1.728e+00,2.6
-1.712e+00,2.52
-1.696e+00,2.52
-1.680e+00,2.52
-1.664e+00,2.52
-1.648e+00,2.52
-1.632e+00,2.52
-1.616e+00,2.52
-1.600e+00,2.52
-1.584e+00,2.52
-1.568e+00,2.52
-1.552e+00,2.52
-1.536e+00,2.6
-1.520e+00,2.52
-1.504e+00,2.52
-1.488e+00,2.6
-1.472e+00,2.52
-1.456e+00,2.52
-1.440e+00,2.52
-1.424e+00,2.6
-1.408e+00,2.6
-1.392e+00,2.52
-1.376e+00,2.6
-1.360e+00,2.6
-1.344e+00,2.6
-1.328e+00,2.6
-1.312e+00,2.6
-1.296e+00,2.6
-1.280e+00,2.6
-1.264e+00,2.52
-1.248e+00,2.6
-1.232e+00,2.6
-1.216e+00,2.6
-1.200e+00,2.6
-1.184e+00,2.6
-1.168e+00,2.68
-1.152e+00,2.6
-1.136e+00,2.6
-1.120e+00,2.6
-1.104e+00,2.6
-1.088e+00,2.6
-1.072e+00,2.68
-1.056e+00,2.6
-1.040e+00,2.6
-1.024e+00,2.68
-1.008e+00,2.6
-9.920e-01,2.68
-9.760e-01,2.68
-9.600e-01,2.68
-9.440e-01,2.6
-9.280e-01,2.76
-9.120e-01,2.68
-8.960e-01,2.68
-8.800e-01,2.68
-8.640e-01,2.6
-8.480e-01,2.68
-8.320e-01,2.68
-8.160e-01,2.76
-8.000e-01,2.68
-7.840e-01,2.68
-7.680e-01,2.68
-7.520e-01,2.68
-7.360e-01,2.68
-7.200e-01,2.68
-7.040e-01,2.68
-6.880e-01,2.76
-6.720e-01,2.68
-6.560e-01,2.76
-6.400e-01,2.76
-6.240e-01,2.68
-6.080e-01,2.68
-5.920e-01,2.68
-5.760e-01,2.68
-5.600e-01,2.76
-5.440e-01,2.76
-5.280e-01,2.76
-5.120e-01,2.76
-4.960e-01,2.76
-4.800e-01,2.76
-4.640e-01,2.76
-4.480e-01,2.76
-4.320e-01,2.76
-4.160e-01,2.76
-4.000e-01,2.76
-3.840e-01,2.84
-3.680e-01,2.76
-3.520e-01,2.76
-3.360e-01,2.76
-3.200e-01,2.84
-3.040e-01,2.76
-2.880e-01,2.76
-2.720e-01,2.76
-2.560e-01,2.76
-2.400e-01,2.84
-2.240e-01,2.84
-2.080e-01,2.76
-1.920e-01,2.84
-1.760e-01,2.76
-1.600e-01,2.84
-1.440e-01,2.84
-1.280e-01,2.84
-1.120e-01,2.84
-9.600e-02,2.84
-8.000e-02,2.84
-6.400e-02,2.92
-4.800e-02,2.84
-3.200e-02,2.84
-1.600e-02,2.84
1.410e-14,2.84
1.600e-02,2.84
3.200e-02,2.84
4.800e-02,2.84
6.400e-02,2.84
8.000e-02,2.92
9.600e-02,2.84
1.120e-01,2.84
1.280e-01,2.84
1.440e-01,2.84
1.600e-01,2.92
1.760e-01,2.84
1.920e-01,2.84
2.080e-01,2.84
2.240e-01,2.84
2.400e-01,2.92
2.560e-01,2.92
2.720e-01,2.92
2.880e-01,2.92
3.040e-01,2.92
3.200e-01,2.92
3.360e-01,2.84
3.520e-01,2.92
3.680e-01,2.92
3.840e-01,3
4.000e-01,2.92
4.160e-01,2.92
4.320e-01,2.92
4.480e-01,2.92
4.640e-01,2.92
4.800e-01,2.92
4.960e-01,2.92
5.120e-01,2.92
5.280e-01,2.92
5.440e-01,2.92
5.600e-01,2.92
5.760e-01,2.92
5.920e-01,2.92
6.080e-01,3
6.240e-01,2.92
6.400e-01,3
6.560e-01,2.92
6.720e-01,3
6.880e-01,3
7.040e-01,3
7.200e-01,3
7.360e-01,3
7.520e-01,3
7.680e-01,2.92
7.840e-01,3
8.000e-01,3
8.160e-01,3
8.320e-01,3
8.480e-01,3
8.640e-01,3
8.800e-01,3
8.960e-01,3
9.120e-01,3
9.280e-01,3
9.440e-01,3
9.600e-01,3
9.760e-01,3.08
9.920e-01,3
1.008e+00,3
1.024e+00,3.08
1.040e+00,3.08
1.056e+00,3
1.072e+00,3.08
1.088e+00,3.08
1.104e+00,3.08
1.120e+00,3.08
1.136e+00,3.08
1.152e+00,3.08
1.168e+00,3
1.184e+00,3.08
1.200e+00,3.08
1.216e+00,3.08
1.232e+00,3.08
1.248e+00,3.08
1.264e+00,3.08
1.280e+00,3.08
1.296e+00,3.08
1.312e+00,3.08
1.328e+00,3.08
1.344e+00,3.08
1.360e+00,3.08
1.376e+00,3.16
1.392e+00,3.08
1.408e+00,3.16
1.424e+00,3.08
1.440e+00,3.16
1.456e+00,3.16
1.472e+00,3.16
1.488e+00,3.08
1.504e+00,3.16
1.520e+00,3.16
1.536e+00,3.16
1.552e+00,3.16
1.568e+00,3.08
1.584e+00,3.16
1.600e+00,3.16
1.616e+00,3.16
1.632e+00,3.16
1.648e+00,3.16
1.664e+00,3.16
1.680e+00,3.16
1.696e+00,3.24
1.712e+00,3.16
1.728e+00,3.16
1.744e+00,3.16
1.760e+00,3.16
1.776e+00,3.24
1.792e+00,3.16
1.808e+00,3.16
1.824e+00,3.24
1.840e+00,3.24
1.856e+00,3.16
1.872e+00,3.16
1.888e+00,3.24
1.904e+00,3.24
1.920e+00,3.24
1.936e+00,3.24
1.952e+00,3.24
1.968e+00,3.24
1.984e+00,3.24
2.000e+00,3.24
2.016e+00,3.24
2.032e+00,3.24
2.048e+00,3.32
2.064e+00,3.24
2.080e+00,3.24
2.096e+00,3.24
2.112e+00,3.24
2.128e+00,3.24
2.144e+00,3.24
2.160e+00,3.32
2.176e+00,3.24
2.192e+00,3.24
2.208e+00,3.24
2.224e+00,3.32
2.240e+00,3.24
2.256e+00,3.24
2.272e+00,3.32
2.288e+00,3.24
2.304e+00,3.24
2.320e+00,3.24
2.336e+00,3.24
2.352e+00,3.32
2.368e+00,3.32
2.384e+00,3.32
2.400e+00,3.32
2.416e+00,3.32
2.432e+00,3.32
2.448e+00,3.32
2.464e+00,3.32
2.480e+00,3.24
2.496e+00,3.4
2.512e+00,3.32
2.528e+00,3.32
2.544e+00,3.32
2.560e+00,3.32
2.576e+00,3.32
2.592e+00,3.4
2.608e+00,3.32
2.624e+00,3.32
2.640e+00,3.32
2.656e+00,3.4
2.672e+00,3.32
2.688e+00,3.4
2.704e+00,3.4
2.720e+00,3.4
2.736e+00,3.32
2.752e+00,3.4
2.768e+00,3.4
2.784e+00,3.4
2.800e+00,3.4
