0	16383	
1	16383	
2	16383	
3	16383	
4	16383	
5	16383	
6	16383	
7	16383	
8	16383	
9	16383	
10	16383	
11	16383	
12	16383	
13	16383	
14	16383	
15	16383	
16	16383	
17	16383	
18	16383	
19	16383	
20	16383	
21	16383	
22	16383	
23	16383	
24	16383	
25	16383	
26	16383	
27	16383	
28	16383	
29	16383	
30	16383	
31	16383	
32	16383	
33	16383	
34	16383	
35	16383	
36	16383	
37	16383	
38	16383	
39	16383	
40	16383	
41	16383	
42	16383	
43	16383	
44	16383	
45	15792	
46	15504	
47	15584	
48	15640	
49	15744	
50	15832	
51	15904	
52	16008	
53	16080	
54	16096	
55	16128	
56	16152	
57	16224	
58	16272	
59	16272	
60	16304	
61	16288	
62	16304	
63	16336	
64	16352	
65	16352	
66	16368	
67	16376	
68	16368	
69	16376	
70	16368	
71	16378	
72	16383	
73	16383	
74	16383	
75	16382	
76	16383	
77	16383	
78	16383	
79	16383	
80	16383	
81	16383	
82	16383	
83	16383	
84	16383	
85	16383	
86	16383	
87	16383	
88	16383	
89	16383	
90	16383	
91	16383	
92	16383	
93	16383	
94	16383	
95	16383	
96	16383	
97	16383	
98	16383	
99	16383	
100	16383	
101	16383	
102	16383	
103	16383	
104	16383	
105	16383	
106	16383	
107	16383	
108	16383	
109	16383	
110	16383	
111	16383	
112	16383	
113	16383	
114	16383	
115	16383	
116	16383	
117	16383	
118	16383	
119	16383	
120	16383	
121	16383	
122	16383	
123	16383	
124	16383	
125	16383	
126	16383	
127	16383	
128	16383	
129	16383	
130	16383	
131	16383	
132	16383	
133	16383	
134	16383	
135	16383	
136	16383	
137	16383	
138	16381	
139	16383	
140	
141	
